Plot,N_sensitive,N_oligo,N_For,N_Cyan,spp_rich
100266,1,0,1,1,11
100267,1,1,0,0,11
100268,1,1,2,0,13
100269,0,0,1,0,8
100270,1,1,2,0,9
100271,3,3,1,1,15
100272,1,2,2,0,20
100274,3,2,1,1,7
100275,2,1,3,0,17
100276,0,0,1,0,11
100277,4,2,3,1,22
100278,2,1,0,1,9
100279,3,0,1,0,10
100280,2,1,2,0,12
100282,2,3,2,1,13
100283,1,1,2,1,15
100285,0,0,0,0,5
100286,1,1,2,0,8
100287,1,0,1,0,8
100289,1,1,2,0,10
100290,3,2,1,0,6
100291,1,2,4,0,30
100293,4,3,4,0,22
100294,2,2,2,0,9
100295,2,1,2,0,10
100296,3,2,2,0,11
100297,2,1,2,0,9
100298,1,1,3,0,17
100300,1,2,2,1,16
100301,2,2,3,0,15
100304,1,1,1,0,8
100305,3,2,1,1,14
100306,0,0,1,0,7
100307,1,1,3,0,19
100308,2,3,2,1,13
100309,1,0,1,0,10
100310,2,2,1,0,13
100312,0,1,1,0,12
100313,1,2,2,0,12
100314,1,1,1,0,11
100316,0,0,1,0,13
100317,3,3,3,1,17
100318,3,2,3,0,13
100319,2,2,2,0,14
100320,1,1,2,0,17
100321,2,1,1,0,10
100324,8,1,3,0,11
100325,11,0,4,1,15
100326,9,0,4,1,10
100327,5,0,1,0,7
100329,7,0,2,1,9
100330,9,0,1,0,12
100331,8,0,2,0,8
100332,6,1,2,0,7
100334,13,0,2,1,15
100335,5,0,2,0,7
100336,15,0,5,1,19
100337,8,0,2,0,9
100339,10,1,2,1,12
100340,5,0,1,0,9
100344,6,0,1,1,7
100345,7,0,1,1,8
100346,7,1,2,2,11
100347,6,0,2,0,6
100348,9,2,2,1,10
100349,6,0,2,1,10
100350,4,1,2,0,5
100353,10,0,3,0,13
100356,7,0,2,1,10
100357,8,0,2,1,11
100358,5,0,1,1,8
100360,5,1,2,1,6
100361,6,0,1,1,7
100363,5,0,0,1,7
100365,5,0,0,0,6
100366,5,0,1,1,7
100367,6,0,1,1,7
100371,8,0,1,2,11
100372,6,3,2,0,15
100373,0,0,0,0,12
100375,0,0,2,0,10
100377,0,0,1,0,8
100378,2,2,1,1,7
100379,1,1,1,0,12
100380,2,2,2,0,9
100381,2,2,2,0,12
100382,1,0,0,0,10
100383,0,0,1,0,6
100384,3,1,2,0,12
100385,2,2,4,0,9
100387,2,3,2,0,18
100388,3,1,2,0,9
100390,3,3,2,0,14
100391,1,1,1,0,15
100392,1,0,1,0,5
100393,1,1,1,0,9
100394,2,2,3,1,16
100395,4,5,2,1,15
100396,1,0,1,0,15
100397,3,3,0,0,14
100398,4,2,3,2,19
100399,0,0,0,1,9
100400,3,2,2,0,11
100402,2,4,3,0,16
100403,3,5,5,0,33
100404,1,2,2,0,13
100405,3,3,4,1,22
100406,2,3,4,0,13
100407,0,0,1,0,6
100408,2,1,2,0,17
100409,2,1,0,1,12
100411,1,0,0,0,7
100412,1,1,1,0,10
100414,3,3,2,1,12
100415,3,4,4,1,17
100416,4,6,3,0,23
100417,4,3,1,1,22
100418,1,0,1,0,10
100419,2,2,2,0,17
100420,1,0,1,0,10
100421,1,2,2,0,15
100422,2,1,1,0,13
100423,1,1,1,0,12
100424,2,0,0,0,14
100425,3,2,1,1,14
100426,3,3,2,0,18
100427,3,3,2,0,15
100428,2,0,0,0,7
100430,2,1,1,1,12
100431,10,1,3,1,11
100432,4,0,2,0,7
100433,7,0,1,1,9
100434,6,0,1,0,7
100435,12,2,2,2,15
100436,10,0,2,1,12
100437,3,0,0,0,6
100438,5,0,1,0,5
100439,7,2,2,0,9
100440,9,2,2,0,12
100442,3,0,1,0,5
100443,6,0,1,1,8
100450,6,0,1,1,9
100452,8,0,1,0,9
100453,7,0,2,0,8
100456,5,0,1,0,7
100460,4,0,1,0,6
100462,5,0,1,1,6
100463,8,0,1,1,9
100467,7,1,1,0,9
100468,6,0,1,0,8
100470,9,0,2,1,10
100471,8,0,1,1,9
100472,3,0,0,0,7
100473,6,0,1,0,7
100474,5,0,1,1,7
100476,5,0,2,0,6
100480,4,0,0,1,8
100488,5,4,2,0,11
100494,1,0,1,0,6
100495,2,1,1,0,7
100498,5,3,2,0,10
100499,4,1,1,0,13
100500,5,0,7,1,20
100501,1,1,1,0,12
100503,1,1,3,0,10
100504,0,0,1,0,14
100506,0,0,3,0,15
100507,2,1,2,0,13
100508,1,1,0,0,6
100509,1,1,1,0,6
100511,1,1,2,0,16
100512,0,0,0,0,7
100513,1,1,1,0,10
100514,2,1,1,0,13
100515,1,0,1,0,7
100516,0,0,0,0,7
100517,3,3,3,0,18
100518,2,0,0,0,9
100519,2,2,2,1,16
100520,2,1,0,0,9
100521,4,4,4,0,22
100522,3,4,3,1,19
100523,0,0,1,0,5
100524,1,0,0,0,7
100525,3,3,3,0,16
100526,1,1,1,0,5
100527,3,5,4,0,21
100528,8,11,4,1,21
100529,5,3,2,0,19
100530,2,3,3,0,17
100531,9,11,7,2,33
100532,4,5,3,2,19
100533,4,6,5,2,24
100534,2,4,3,0,18
100535,6,7,3,2,24
100536,6,9,3,2,20
100537,4,5,3,1,14
100538,2,3,4,0,21
100539,4,2,3,0,11
100540,1,2,2,0,15
100542,0,0,1,0,10
100543,5,0,2,0,7
100545,7,0,2,1,9
100546,9,1,5,0,11
100547,4,0,3,0,7
100548,6,0,2,0,8
100550,4,0,1,0,7
100552,6,1,2,0,10
100553,6,1,2,1,9
100554,5,0,1,0,8
100555,7,0,1,0,9
100556,6,0,0,0,9
100557,5,0,1,0,7
100558,5,0,1,0,6
100560,4,1,2,0,6
100561,4,0,0,0,6
100563,5,0,1,0,6
100566,4,0,0,0,7
100567,5,1,1,0,7
100569,4,0,1,0,6
100571,6,0,1,1,8
100572,5,1,1,0,7
100574,5,0,1,0,7
100575,7,1,0,1,8
100576,5,0,1,0,7
100577,4,0,0,0,7
100579,3,0,2,0,7
100582,5,0,1,0,8
100583,7,1,1,0,9
100586,6,0,1,0,9
100587,8,0,1,1,9
100588,4,1,1,0,7
100593,3,0,0,0,8
100602,4,0,0,0,8
100605,4,0,0,0,8
100609,6,1,1,0,10
100611,6,0,0,0,9
100614,3,1,0,0,9
100615,6,3,2,0,12
100616,2,0,0,0,10
100617,1,0,1,0,11
100618,1,0,0,0,7
100620,2,1,1,0,7
100621,5,4,3,0,13
100624,5,4,2,0,8
100625,3,0,2,0,13
100626,3,0,0,0,11
100627,4,1,2,4,19
100628,8,5,4,1,17
100629,0,0,0,0,6
100630,0,0,2,0,11
100631,0,0,1,0,8
100633,1,1,0,0,5
100634,2,1,2,0,12
100635,0,0,0,0,12
100636,4,1,2,1,14
100637,1,1,5,0,19
100638,1,0,1,0,9
100640,3,1,1,0,11
100641,0,0,1,0,7
100643,0,0,0,0,5
100644,2,0,0,0,8
100646,2,0,1,0,13
100649,2,3,3,0,20
100650,0,1,2,0,12
100651,2,1,1,0,13
100652,0,0,0,0,6
100653,2,1,1,1,6
100655,1,1,0,0,10
100656,2,3,2,0,14
100657,1,2,1,0,13
100658,3,3,2,0,10
100659,3,3,1,0,19
100660,2,2,2,0,8
100661,3,2,1,0,6
100663,4,2,1,0,14
100665,3,3,2,0,12
100666,3,5,4,0,16
100667,3,3,3,0,14
100668,2,3,2,0,14
100669,0,2,3,0,16
100672,2,2,1,0,12
100673,5,0,3,0,9
100674,7,0,3,0,10
100675,4,0,1,0,5
100676,11,2,6,0,16
100677,12,2,6,0,16
100678,8,0,2,0,11
100679,5,1,2,0,7
100680,12,2,1,2,18
100681,5,1,3,0,7
100683,6,1,2,0,10
100684,5,1,1,0,7
100685,8,2,2,0,12
100687,6,1,1,0,11
100688,4,0,1,0,9
100689,8,2,1,2,11
100696,3,0,0,0,5
100698,4,0,0,0,6
100711,5,0,3,0,7
100713,4,0,1,0,7
100729,4,1,0,0,6
100730,4,1,0,0,6
100734,4,4,2,0,8
100735,3,1,1,0,10
100739,5,5,3,0,7
100740,1,0,0,1,7
100742,4,3,2,0,12
100743,2,0,0,0,10
100745,4,1,0,0,8
100746,5,1,1,2,14
100747,4,0,4,0,16
100748,2,0,2,0,12
100749,3,1,4,2,13
100750,3,0,2,0,15
100751,5,1,7,0,13
100752,0,0,0,0,5
100753,0,0,1,0,7
100754,3,1,1,1,13
100755,1,1,2,0,10
100756,0,0,0,0,7
100758,1,3,1,0,6
100761,1,0,1,0,10
100762,0,0,2,0,15
100763,0,0,1,0,8
100764,2,1,1,0,16
100765,0,0,0,0,7
100766,2,1,1,1,10
100767,3,2,1,0,14
100768,0,1,0,0,7
100769,1,0,1,0,9
100770,1,0,0,0,6
100771,0,0,1,0,12
100772,1,2,1,0,11
100774,0,1,1,0,7
100775,4,2,1,0,20
100777,0,0,1,0,8
100779,0,0,1,0,7
100780,1,1,0,0,7
100781,1,0,0,0,7
100782,1,0,0,0,8
100783,1,2,3,0,10
100784,0,1,0,0,8
100785,1,2,1,0,11
100786,4,4,1,0,17
100787,1,1,1,0,8
100789,2,1,0,0,10
100790,2,2,0,0,12
100791,1,0,1,0,9
100792,1,1,0,0,12
100793,1,3,1,0,11
100794,4,2,1,0,17
100796,0,2,2,0,14
100798,2,2,0,0,10
100799,0,0,1,0,8
100800,1,0,0,0,9
100801,4,3,2,0,18
100802,3,1,1,0,13
100803,4,8,3,0,22
100804,0,1,1,0,6
100805,4,4,1,1,13
100806,5,9,2,0,25
100807,2,4,2,0,13
100808,5,8,2,0,20
100809,4,6,3,3,13
100810,1,1,1,1,6
100811,4,7,4,0,20
100812,5,8,3,0,24
100813,5,5,0,0,21
100814,7,10,4,0,26
100815,4,4,2,0,7
100816,3,6,6,0,20
100817,9,11,5,0,27
100818,5,7,2,1,22
100819,6,6,3,0,21
100820,2,5,4,0,21
100821,3,3,0,0,12
100822,2,4,0,0,12
100823,3,5,1,0,22
100824,3,4,2,0,17
100825,4,8,1,0,21
100826,3,6,1,0,19
100827,3,5,2,0,15
100828,6,6,2,1,21
100829,4,2,2,0,21
100830,2,2,0,0,20
100831,2,4,1,0,13
100832,5,8,4,0,31
100833,2,5,1,0,15
100834,4,4,0,0,16
100835,5,4,0,1,19
100836,0,1,0,0,7
100837,1,2,0,0,13
100838,2,3,0,0,16
100839,1,0,0,0,10
100840,1,0,0,0,6
100841,1,0,0,0,7
100847,5,0,1,0,7
100849,5,0,1,0,6
100852,4,0,0,0,5
100856,8,1,4,0,13
100858,9,1,2,0,14
100859,5,0,1,0,7
100861,5,1,2,0,7
100863,5,0,1,0,7
100864,5,0,1,0,8
100865,4,0,1,0,6
100866,5,0,1,0,8
100871,5,3,2,0,9
100872,7,2,2,0,8
100875,4,0,0,0,8
100876,7,1,1,0,10
100877,5,2,4,0,5
100879,8,1,2,0,9
100881,4,0,0,0,6
100885,5,0,1,0,7
100892,8,4,4,1,12
100893,6,2,3,0,6
100894,5,0,1,0,10
100900,5,1,2,0,7
100903,5,1,1,0,9
100904,6,1,1,0,9
100906,6,1,2,0,9
100907,9,3,4,0,10
100908,5,2,2,0,9
100909,9,2,5,1,12
100914,5,1,2,0,6
100917,3,1,1,0,5
100919,7,2,2,0,12
100922,4,0,1,0,7
100925,4,1,1,0,7
100926,6,1,1,0,9
100927,6,0,1,0,9
100929,3,0,0,0,7
100933,4,0,2,0,6
100936,4,1,0,0,6
100938,5,1,0,0,7
100942,4,0,0,0,7
100949,5,0,0,0,8
100952,4,0,0,0,5
100955,4,1,1,0,5
100970,4,0,1,0,7
100972,3,1,0,0,7
100973,6,1,1,0,8
100982,4,0,1,0,8
100983,3,0,0,0,7
100989,3,0,0,0,7
100994,3,1,0,0,7
101005,3,0,0,0,7
101011,4,1,0,0,9
101020,4,1,0,0,9
101039,4,0,1,3,17
101042,3,0,0,0,9
101043,2,0,2,0,9
101044,5,4,2,0,8
101048,2,0,0,0,9
101050,5,4,2,0,6
101052,9,7,3,0,13
101054,6,0,1,0,14
101055,4,3,2,1,10
101056,12,6,3,3,23
101057,3,2,1,0,7
101058,5,0,1,3,19
101059,3,1,1,0,10
101060,4,0,1,1,11
101061,8,1,3,4,26
101063,2,3,0,0,11
101064,1,0,1,0,11
101065,1,0,1,0,11
101066,0,0,1,0,12
101067,0,0,1,0,13
101068,1,0,0,0,9
101069,1,0,0,0,5
101070,0,0,0,0,10
101071,1,1,0,0,10
101072,2,2,1,0,7
101075,0,0,0,0,8
101077,0,0,1,0,16
101078,0,0,0,0,6
101080,0,0,0,0,8
101081,0,0,0,0,10
101082,1,0,1,0,11
101083,1,1,1,0,13
101084,1,0,0,0,6
101085,1,0,0,0,8
101087,2,3,1,1,15
101088,0,0,0,0,7
101089,2,3,1,0,13
101091,2,4,1,0,11
101092,0,1,0,0,5
101093,2,1,0,0,12
101094,1,0,0,0,10
101095,3,5,0,0,34
101096,3,0,0,0,8
101097,1,0,0,0,9
101098,5,6,1,0,24
101099,3,5,4,0,19
101100,7,7,2,1,24
101101,1,5,0,0,14
101102,7,12,3,1,24
101103,2,3,1,0,7
101104,3,7,3,0,17
101105,5,9,1,1,17
101106,5,5,1,0,34
101107,3,3,0,0,14
101108,4,7,0,0,13
101109,6,10,2,0,19
101110,5,8,2,0,20
101111,8,7,0,0,28
101112,6,8,2,0,20
101113,2,5,0,0,14
101114,1,4,1,0,12
101115,5,8,3,1,24
101116,1,4,0,0,10
101117,6,10,1,0,24
101118,2,2,0,0,12
101119,1,3,0,0,9
101120,2,3,1,0,8
101121,4,5,2,0,15
101122,2,6,0,0,21
101123,1,3,0,0,10
101124,3,6,2,0,28
101125,0,0,0,0,5
101126,2,6,0,0,18
101127,3,7,0,0,18
101128,2,4,0,0,14
101129,3,1,0,0,17
101130,0,3,0,0,10
101131,3,6,0,0,20
101132,1,4,0,0,13
101133,5,5,0,0,18
101134,2,3,0,0,14
101135,1,2,0,0,9
101136,3,3,0,0,16
101137,3,1,0,0,12
101138,0,0,0,0,6
101139,4,3,0,0,20
101140,2,0,0,0,14
101141,1,1,0,0,17
101142,3,3,0,0,19
101143,3,4,0,0,16
101144,0,0,0,0,7
101145,1,2,0,0,17
101146,2,2,0,0,14
101147,4,2,0,0,17
101148,1,1,0,0,9
101149,3,2,0,0,14
101150,0,1,0,0,6
101151,3,4,0,0,20
101152,3,3,0,0,15
101153,0,1,0,0,14
101154,1,1,0,0,16
101155,1,1,0,0,10
101156,0,0,0,0,8
101157,3,5,3,0,21
101158,0,1,0,0,15
101159,1,2,0,0,16
101160,3,2,0,0,17
101161,3,2,0,0,10
101162,1,1,0,0,14
101163,3,2,0,0,18
101164,0,1,0,0,17
101165,1,1,0,0,12
101166,1,0,0,0,10
101167,2,1,0,0,11
101168,2,0,0,0,17
101169,1,0,0,0,14
101170,1,2,0,0,9
101171,1,0,0,0,12
101172,3,2,0,0,9
101173,0,0,0,0,7
101174,0,0,0,0,8
101175,1,1,0,0,11
101176,0,0,0,0,12
101177,1,1,0,0,11
101178,2,0,0,0,8
101179,0,1,0,0,9
101180,2,0,0,0,12
101181,0,0,0,0,7
101182,3,3,1,0,11
101184,1,1,0,0,14
101186,2,2,0,0,9
101187,1,0,0,0,7
101188,2,0,0,0,8
101190,2,0,0,0,10
101196,7,1,1,0,8
101199,5,0,0,0,7
101202,4,1,0,0,7
101204,4,2,1,0,6
101206,6,1,2,0,9
101208,6,0,1,0,10
101210,8,0,2,0,11
101213,5,1,1,0,8
101219,11,4,4,0,15
101221,8,0,1,0,13
101223,4,1,2,0,5
101225,8,3,5,0,10
101226,5,0,2,0,6
101228,6,1,3,0,9
101230,4,0,0,0,7
101232,6,2,3,0,8
101233,5,3,3,0,9
101235,5,1,1,0,8
101240,3,0,0,0,9
101241,8,5,2,1,8
101247,5,2,2,1,8
101248,6,1,2,0,8
101250,7,2,1,0,11
101253,5,1,1,0,7
101255,4,1,1,0,6
101259,5,2,1,0,8
101263,8,2,1,0,12
101264,4,1,0,0,7
101265,5,1,0,0,7
101268,8,2,1,2,11
101275,5,0,0,0,7
101277,5,1,1,0,7
101279,9,0,1,1,11
101284,3,0,0,0,7
101285,7,1,0,0,9
101292,4,1,0,0,6
101294,2,0,0,0,5
101296,3,0,0,0,8
101307,3,1,1,0,6
101308,4,1,1,0,6
101311,3,1,0,0,9
101312,4,2,1,0,7
101314,4,1,0,0,5
101317,6,1,0,0,10
101321,3,1,0,0,7
101379,5,4,2,0,5
101381,5,4,3,0,5
101382,7,6,3,0,7
101384,4,3,2,0,7
101396,14,7,5,2,26
101397,4,0,3,2,17
101398,6,1,0,4,14
101401,8,2,3,6,26
101402,10,9,4,1,13
101403,6,4,3,0,14
101404,3,0,3,1,15
101405,10,8,3,0,10
101406,9,3,4,0,15
101409,7,3,3,0,17
101411,9,5,3,4,22
101412,11,5,1,6,23
101413,2,0,2,0,15
101414,3,0,1,0,10
101415,4,1,4,0,12
101416,5,2,6,0,15
101417,4,0,3,0,11
101418,10,2,5,0,20
101420,7,0,1,2,19
101421,10,4,3,7,22
101422,4,1,1,1,13
101423,3,0,1,0,10
101424,9,4,4,1,13
101426,15,6,3,5,30
101427,7,2,4,0,11
101428,5,2,6,0,8
101429,0,0,1,0,7
101430,0,0,0,0,6
101431,3,3,1,0,12
101432,4,5,1,0,14
101433,0,1,0,0,6
101435,3,4,1,0,13
101436,1,1,0,0,7
101439,0,4,1,0,11
101440,0,0,0,0,6
101441,2,5,1,0,9
101444,0,2,0,0,10
101445,0,0,0,0,5
101448,0,0,0,0,6
101456,0,1,0,0,7
101457,2,0,0,0,6
101458,1,0,0,0,9
101460,2,3,0,0,19
101461,4,4,0,0,15
101462,3,2,0,0,17
101463,1,3,0,0,15
101464,3,2,0,0,13
101466,0,1,0,0,12
101469,0,0,0,0,8
101471,0,1,0,0,5
101472,2,0,0,0,9
101473,3,4,0,0,11
101474,1,0,0,0,5
101475,2,4,0,0,12
101476,1,1,0,0,7
101477,1,5,0,0,18
101478,0,2,0,0,10
101480,4,3,0,0,15
101481,1,4,0,0,10
101482,0,1,0,0,8
101484,3,4,0,0,16
101490,0,1,0,0,7
101491,3,1,0,0,14
101492,3,4,1,0,14
101494,3,2,0,0,15
101495,4,5,0,1,20
101496,2,1,0,0,16
101497,1,1,0,0,11
101498,0,1,0,0,8
101499,2,2,0,0,15
101500,3,3,0,0,16
101501,4,3,0,0,16
101503,2,2,0,0,12
101504,4,3,0,0,18
101505,1,2,0,0,7
101508,0,2,0,0,9
101509,0,3,0,0,12
101510,0,1,0,0,7
101511,1,2,0,0,6
101513,0,1,0,0,11
101514,2,3,0,0,17
101515,2,1,0,0,10
101516,2,5,0,1,15
101517,2,4,0,0,20
101518,0,0,0,0,7
101519,0,0,0,0,7
101520,0,1,0,0,5
101522,1,2,1,0,10
101525,0,1,0,0,7
101526,0,1,0,0,7
101528,0,0,0,0,6
101529,1,2,0,0,10
101530,0,0,0,0,6
101531,2,3,0,0,16
101532,0,0,0,0,8
101533,1,0,0,0,7
101534,3,1,0,0,14
101535,0,1,0,0,6
101536,0,0,0,0,9
101537,0,2,0,0,16
101538,1,0,1,0,11
101539,3,0,0,0,12
101540,0,1,0,0,9
101541,1,2,0,0,12
101542,0,1,0,0,10
101543,1,0,0,0,8
101544,1,0,0,0,8
101546,0,1,0,0,7
101547,2,0,0,0,6
101548,0,0,0,0,9
101549,1,1,0,0,9
101550,0,0,0,0,6
101551,1,0,0,0,8
101553,2,1,0,0,9
101555,1,0,0,0,8
101556,2,0,0,0,11
101558,2,0,0,0,8
101559,2,1,0,0,12
101560,2,0,0,0,6
101561,1,0,0,0,9
101562,1,0,0,0,7
101563,2,0,0,0,9
101564,1,0,0,0,5
101565,1,0,0,0,5
101566,1,0,0,0,6
101567,4,0,0,0,5
101569,1,0,0,0,6
101570,2,0,0,0,6
101579,6,0,1,0,8
101580,6,0,1,0,10
101582,4,0,0,0,7
101587,15,5,4,1,21
101588,6,1,3,0,6
101589,8,4,3,1,12
101591,3,1,1,0,5
101593,4,2,0,1,5
101594,6,2,1,0,9
101596,7,3,3,0,9
101599,12,6,4,1,13
101601,5,0,1,0,7
101602,7,4,2,1,10
101603,8,5,2,1,9
101607,2,0,1,0,5
101608,3,1,2,0,5
101610,8,4,2,1,11
101613,6,5,2,0,7
101614,5,1,1,0,7
101615,5,2,2,0,8
101616,4,1,1,0,6
101617,3,1,1,0,7
101618,6,4,1,1,10
101619,4,1,1,0,6
101620,4,2,1,0,6
101623,4,1,1,0,6
101625,3,1,0,0,8
101630,3,1,1,0,6
101633,5,2,1,0,9
101634,4,2,1,0,6
101635,4,0,0,0,8
101638,4,1,0,0,7
101644,3,0,1,0,6
101646,4,3,1,0,7
101648,5,2,2,0,9
101649,3,1,1,0,5
101653,4,1,0,0,8
101659,6,1,1,0,9
101660,6,1,1,0,10
101663,6,1,1,0,8
101670,5,1,1,0,8
101672,4,1,0,0,7
101677,4,1,0,0,7
101684,5,1,0,0,9
101687,4,1,0,0,7
101693,3,1,1,0,6
101696,4,1,0,0,8
101698,3,1,0,0,7
101705,3,1,0,0,6
101709,4,1,0,0,9
101710,4,1,0,0,8
101750,3,3,2,0,6
101751,8,6,2,0,15
101752,10,8,3,0,11
101754,4,1,1,0,9
101756,2,0,0,0,5
101758,6,6,2,2,20
101761,5,4,2,0,8
101762,7,5,3,0,8
101763,10,8,4,0,12
101764,7,5,3,0,9
101765,13,9,4,0,25
101766,6,5,3,0,7
101769,8,7,4,0,10
101770,18,14,8,3,34
101772,2,0,1,1,16
101773,3,1,2,0,12
101774,4,1,0,0,6
101776,11,4,4,6,20
101777,5,4,4,0,9
101778,4,0,0,2,14
101779,13,12,9,0,20
101780,7,6,1,6,17
101781,1,0,0,1,7
101782,9,7,3,0,11
101783,10,4,1,8,20
101786,11,6,3,6,24
101787,6,1,1,0,15
101788,5,5,1,4,9
101789,4,0,0,2,16
101790,9,8,4,6,16
101791,19,11,6,7,27
101792,7,6,4,0,9
101793,6,5,4,0,7
101794,12,6,6,3,17
101795,12,4,5,1,27
101796,7,5,3,1,8
101797,8,2,5,0,10
101798,21,13,8,12,36
101800,14,7,7,2,19
101801,6,7,2,3,12
101802,16,10,9,6,30
101803,14,7,9,3,21
101804,6,4,2,0,6
101805,7,0,2,0,8
101806,3,6,2,0,20
101813,1,0,0,0,5
101814,0,1,0,0,6
101816,0,0,0,0,5
101820,0,1,0,0,6
101822,0,0,0,0,5
101824,2,0,0,0,6
101825,2,0,0,0,7
101826,0,1,0,0,8
101828,0,1,0,0,8
101829,2,3,0,0,11
101831,1,0,0,0,9
101833,6,8,0,2,21
101834,1,1,0,0,5
101835,2,5,0,0,14
101838,1,2,0,0,9
101839,2,1,0,0,8
101841,1,1,0,0,8
101845,1,0,0,0,5
101847,0,2,0,0,7
101848,4,5,0,0,17
101852,0,2,1,0,9
101860,0,1,0,0,7
101862,0,1,0,0,6
101864,0,1,0,0,6
101865,2,4,1,0,12
101867,1,1,0,0,11
101868,1,2,0,0,14
101870,1,1,0,0,8
101873,1,1,0,0,8
101876,1,2,0,0,6
101878,0,1,0,0,6
101881,0,1,0,0,7
101883,1,2,0,0,7
101884,0,2,0,0,6
101885,2,3,0,0,15
101886,1,1,0,0,7
101887,0,1,0,0,6
101888,0,0,0,0,5
101889,0,1,0,0,11
101890,0,2,0,0,10
101891,1,1,0,0,8
101892,1,1,0,0,9
101894,0,1,0,0,8
101895,1,1,0,0,8
101896,1,0,0,0,8
101898,0,1,0,0,12
101899,1,0,0,0,6
101900,1,0,0,0,6
101901,3,1,0,0,11
101902,2,1,0,0,9
101903,2,0,0,0,7
101904,1,0,0,0,5
101907,3,1,0,0,7
101909,2,0,0,0,7
101910,2,0,0,0,6
101911,2,0,0,0,6
101912,2,1,0,0,11
101919,4,1,1,0,5
101921,5,1,2,1,5
101925,5,3,4,0,9
101926,7,3,3,0,8
101930,5,2,2,1,8
101932,7,2,2,0,10
101933,10,7,3,1,17
101935,9,5,3,0,12
101936,6,3,2,0,9
101941,6,2,1,0,11
101942,8,5,3,0,12
101945,5,3,2,0,6
101947,5,4,2,1,5
101948,7,4,2,0,10
101950,5,3,2,0,7
101952,7,4,2,0,10
101955,5,4,2,0,11
101962,8,2,1,0,13
101964,3,1,0,0,10
101965,4,2,1,0,8
101972,6,1,0,0,12
101991,3,2,1,0,7
101992,3,0,0,0,6
101995,3,1,0,0,7
102002,5,1,0,0,9
102004,3,1,0,0,8
102006,5,4,1,0,7
102008,3,1,0,0,6
102020,4,2,2,0,7
102022,3,1,0,0,8
102024,5,1,0,0,9
102061,7,6,3,0,9
102062,8,7,3,0,10
102063,12,9,5,0,14
102064,7,6,3,0,11
102065,12,12,6,1,14
102066,5,5,3,0,6
102067,6,6,4,0,6
102069,8,7,5,0,12
102070,6,6,3,0,12
102071,4,4,3,0,8
102072,8,7,4,0,8
102073,13,9,5,1,14
102074,3,1,0,0,12
102075,9,7,4,0,11
102076,9,8,5,0,12
102077,4,0,0,1,15
102078,7,7,5,0,7
102079,10,7,3,0,14
102080,6,6,3,0,6
102081,13,11,7,0,15
102082,11,6,4,5,27
102083,5,5,4,0,5
102084,4,4,2,0,7
102085,14,12,9,0,18
102087,9,7,3,0,17
102088,7,0,1,2,23
102089,2,0,1,0,7
102090,12,10,6,0,14
102091,2,0,1,0,11
102092,3,0,1,0,7
102093,7,4,2,3,24
102094,13,10,4,2,19
102095,2,0,1,0,11
102096,8,5,3,0,14
102097,20,14,12,3,27
102098,9,4,2,5,24
102099,5,1,1,4,14
102100,5,4,3,1,7
102101,5,2,0,4,14
102102,11,7,2,4,18
102103,16,17,6,9,33
102104,12,9,7,2,14
102105,17,14,8,6,30
102106,9,7,2,12,24
102107,13,9,4,6,21
102108,14,15,8,4,23
102109,16,5,7,4,21
102111,12,11,7,0,16
102112,12,5,7,0,17
102113,20,16,9,8,31
102114,12,11,7,1,18
102115,15,17,8,5,21
102116,16,12,7,1,19
102117,13,5,9,0,20
102118,14,10,7,3,20
102119,7,5,1,3,8
102120,17,6,9,8,28
102122,1,4,1,0,8
102124,5,9,3,0,14
102125,2,2,1,0,10
102126,3,3,1,0,11
102127,2,3,3,0,12
102128,3,1,0,0,9
102131,2,3,1,0,12
102132,1,2,0,0,6
102133,1,2,0,0,7
102134,1,2,0,0,8
102135,2,3,1,0,9
102136,2,2,1,0,13
102137,1,3,0,0,7
102138,1,1,0,0,10
102140,2,3,0,0,10
102142,3,2,0,0,9
102146,1,2,0,0,11
102147,3,0,0,0,7
102148,1,1,0,0,6
102149,0,0,0,0,7
102151,1,1,0,0,8
102152,0,0,0,0,5
102155,1,5,0,0,12
102157,4,3,0,0,12
102158,1,1,0,0,8
102159,2,1,0,0,9
102160,2,2,0,0,12
102162,2,2,0,0,10
102163,0,2,0,0,8
102164,1,5,1,0,14
102165,1,1,0,0,6
102166,2,2,0,0,9
102168,1,2,0,0,9
102169,1,4,0,0,14
102170,3,6,1,0,17
102171,2,5,0,0,13
102172,0,1,0,0,7
102173,1,4,0,0,8
102175,0,0,0,0,6
102177,4,6,0,0,15
102178,2,2,0,0,10
102179,1,5,0,0,14
102183,1,2,0,0,9
102185,0,3,0,0,12
102186,1,1,0,0,7
102189,2,0,0,0,7
102191,3,5,0,0,14
102193,0,2,0,0,7
102195,2,2,0,0,8
102197,0,1,0,0,6
102198,3,1,0,0,10
102200,2,3,0,0,8
102202,2,3,0,0,9
102203,1,2,0,0,9
102205,3,4,0,0,17
102206,0,2,0,0,8
102207,0,3,1,0,9
102208,2,5,0,0,12
102211,0,1,0,0,6
102212,0,2,0,0,6
102213,4,6,0,0,16
102214,2,2,1,0,9
102215,0,0,0,0,6
102217,1,4,0,0,10
102221,1,3,0,0,10
102222,3,6,0,0,13
102223,2,3,0,0,10
102224,0,1,0,0,6
102225,3,6,0,0,13
102226,1,2,0,0,6
102227,1,4,0,0,13
